Age,Income,Credit_History,Loan_Amount,Existing_Debt,Employment_Status,Credit_Score
59,25701,2,41276,5584,0,0.0
47,24859,1,28689,12965,1,0.0
33,31183,1,20238,19233,1,0.0
29,41749,1,29807,6404,1,1.0
34,41887,2,44522,12159,0,0.0
33,18776,0,13921,13499,0,0.0
29,25021,2,16204,14110,0,0.0
25,14327,1,43284,14939,0,0.0
37,17614,2,43567,5825,0,0.0
20,11245,2,40697,3488,1,0.0
33,20355,1,29893,1895,0,0.0
47,43305,0,6530,2908,1,0.0
62,39714,1,36241,1411,1,0.0
40,27198,1,29297,5457,1,0.0
45,11415,2,14302,11574,0,0.0
57,11652,1,5715,10135,1,0.0
22,30446,2,14533,5448,1,1.0
37,28740,1,45295,8847,0,0.0
57,13810,1,12223,8541,1,0.0
61,26569,0,18421,14658,0,0.0
18,44319,1,32696,17527,0,0.0
47,23584,0,19066,16781,0,0.0
38,36783,1,49047,645,1,0.0
37,43529,1,26576,12700,1,0.0
23,22511,1,21585,18618,1,0.0
39,19471,0,7140,10964,0,0.0
35,16163,2,47016,1962,1,0.0
25,26065,0,41439,17193,1,0.0
56,27920,1,46378,6473,0,0.0
49,48969,2,12370,7483,1,1.0
50,29154,1,34516,4415,1,0.0
33,30229,0,17022,15848,0,0.0
29,36997,0,23328,8705,0,0.0
55,31101,2,7929,10704,1,0.0
51,20327,0,48727,16391,1,0.0
31,17187,1,8383,12451,0,0.0
53,39685,2,32432,13068,0,0.0
50,44948,1,16111,10320,0,0.0
40,44728,2,44778,13208,1,0.0
62,47921,2,36899,19330,0,0.0
19,17035,1,28161,1844,1,0.0
58,21471,0,13823,19995,0,0.0
38,38460,1,32432,15257,1,0.0
19,31071,0,38089,7559,0,0.0
44,10582,0,26053,19449,0,0.0
26,36189,1,22447,9294,1,1.0
18,25531,2,29305,679,0,0.0
28,26672,1,8111,7190,0,0.0
20,30243,2,32493,5347,1,0.0
40,13060,0,15985,12725,1,0.0
43,23731,2,8086,11561,0,0.0
21,22294,1,49930,13571,0,0.0
35,30719,2,28464,11015,1,0.0
23,36325,0,46918,9,1,0.0
52,32597,0,41911,15987,1,0.0
39,11903,2,11332,12445,1,0.0
60,24551,0,44215,15203,0,0.0
32,37751,0,47542,11023,0,0.0
39,34278,2,45631,5321,0,0.0
54,35653,0,8176,10378,1,0.0
59,25141,2,7416,16079,1,0.0
29,12377,2,45436,7506,0,0.0
64,43615,0,13651,10219,1,0.0
59,37452,2,15486,1456,1,1.0
55,32725,0,23695,43,0,0.0
35,19524,0,6229,7326,0,0.0
62,21698,0,6530,10086,1,0.0
52,31175,1,47347,7776,0,0.0
47,22314,0,40565,18955,0,0.0
41,12365,2,6363,14892,1,0.0
59,42017,2,42270,8200,1,0.0
47,42126,2,21836,5632,1,1.0
31,47823,1,25288,13700,1,0.0
23,15622,1,27380,1862,0,0.0
20,40540,2,25303,17617,1,0.0
33,11949,2,48972,19509,1,0.0
24,41912,1,12317,4711,0,0.0
31,42161,2,8264,2457,0,0.0
26,26508,0,23315,11196,0,0.0
32,11919,0,42010,12839,1,0.0
38,19617,2,17693,6699,1,0.0
52,19732,0,21566,13167,0,0.0
19,43298,2,29811,8459,1,1.0
44,16929,1,38405,7157,0,0.0
19,47117,2,24856,12053,1,0.0
52,24456,1,32366,2714,0,0.0
35,31140,0,40138,7364,0,0.0
31,28185,0,47244,15256,0,0.0
37,47924,0,47683,11998,0,0.0
35,34240,2,15638,9583,0,0.0
27,31845,1,25816,9274,0,0.0
42,19228,1,25598,12271,1,0.0
19,31686,0,47541,2835,1,0.0
42,21920,0,15652,8013,0,0.0
50,17432,1,21963,13239,1,0.0
53,16189,2,37223,4205,1,0.0
48,38039,0,36024,13853,1,0.0
31,43910,2,8941,2154,1,1.0
18,40226,0,13387,10536,0,0.0
63,17614,0,13524,3923,1,0.0
33,31224,2,40859,10046,1,0.0
63,28013,2,42486,7262,1,0.0
20,31446,2,46617,3868,0,0.0
52,49673,2,30279,3790,0,0.0
58,47657,1,31025,11224,1,0.0
23,14839,1,22636,18391,1,0.0
42,46725,0,46483,1273,1,0.0
30,40203,0,48224,11159,1,0.0
51,10557,0,18277,12434,1,0.0
25,40666,1,40190,13328,0,0.0
38,47389,2,45995,14703,0,0.0
51,43607,0,46735,9404,1,0.0
21,34578,1,12539,7811,1,1.0
42,19243,0,37853,10487,1,0.0
32,19596,1,31811,10389,0,0.0
21,16998,2,31928,2264,0,0.0
62,20129,1,11909,15365,1,0.0
29,10510,2,33069,15196,0,0.0
49,21596,0,42421,17994,1,0.0
49,22974,2,13033,9610,0,0.0
45,11137,1,15748,18170,0,0.0
30,37897,0,10066,13869,0,0.0
48,14666,0,16998,19866,0,0.0
31,18906,1,18764,10069,0,0.0
37,31818,2,39215,11099,0,0.0
35,12654,1,20858,16186,1,0.0
46,43758,2,43468,8571,1,0.0
23,34204,2,41111,11492,1,0.0
49,44928,0,22077,17077,1,0.0
46,40552,2,15257,14480,1,0.0
60,20336,0,49560,10582,1,0.0
19,26206,1,8665,18139,1,0.0
40,44831,1,40442,7033,1,0.0
36,28361,0,48358,847,1,0.0
48,18933,0,21734,11163,0,0.0
22,35816,2,13840,17579,1,0.0
36,25619,0,17062,9704,1,0.0
51,47687,1,12044,12094,0,0.0
27,36943,0,7063,6332,1,0.0
42,36819,0,27313,5648,1,0.0
19,21741,0,32087,19704,0,0.0
28,18798,2,45181,18841,0,0.0
48,35143,0,23205,3450,0,0.0
32,42747,2,17464,8418,1,1.0
26,43651,2,48550,15950,1,0.0
40,31182,0,32132,1807,1,0.0
36,19415,2,47638,12500,1,0.0
26,21085,0,42427,15705,1,0.0
52,25008,1,40048,418,1,0.0
38,32102,1,8749,16122,1,0.0
26,28452,2,40306,3155,1,0.0
45,18120,1,30592,9110,1,0.0
63,17820,0,23451,12463,1,0.0
24,28170,2,33258,2631,0,0.0
33,26259,0,49758,4630,1,0.0
33,32099,2,40302,6868,0,0.0
50,19649,2,37856,5513,1,0.0
21,40255,2,26621,1829,0,0.0
21,21805,2,11577,9855,1,0.0
56,18744,1,24694,15930,1,0.0
57,42305,1,13263,12611,0,0.0
34,35857,1,22205,3812,0,0.0
54,20679,2,13072,17270,0,0.0
56,39829,1,48876,11531,0,0.0
46,20985,2,45130,13236,0,0.0
53,38287,1,48002,19181,0,0.0
55,22391,2,10691,4147,1,0.0
56,14861,1,27113,18515,1,0.0
54,44364,1,6953,2759,0,0.0
52,26863,1,9963,10970,1,0.0
24,41499,2,43754,2876,1,0.0
44,37794,2,45520,12712,0,0.0
45,17919,1,32869,13332,1,0.0
39,30282,2,16445,9903,1,1.0
31,44840,0,42759,16439,0,0.0
24,15624,1,25185,3362,0,0.0
54,43706,1,13447,11051,1,0.0
39,18176,0,39699,19440,1,0.0
22,43529,2,38640,9198,0,0.0
19,22941,2,12954,5003,0,0.0
44,11669,2,22945,15732,1,0.0
38,49896,1,43294,7905,1,0.0
55,30246,1,17920,1781,0,0.0
32,30323,1,34984,13412,0,0.0
38,43894,1,10560,17373,1,0.0
27,16021,1,20389,11356,0,0.0
40,49205,2,29265,19753,0,0.0
56,49807,0,46853,377,1,0.0
22,46903,2,12715,18761,0,0.0
18,18711,2,24068,6045,0,0.0
30,17904,1,14438,13610,0,0.0
38,45051,0,10243,16665,0,0.0
43,30942,0,33629,12926,0,0.0
62,34251,2,44594,19303,0,0.0
38,35058,0,9085,15034,1,0.0
35,45245,2,43885,12356,0,0.0
54,13093,2,22390,6984,0,0.0
62,34918,2,29513,3594,1,1.0
49,17207,2,25694,18222,1,0.0
53,19394,1,46850,14358,1,0.0
34,36974,0,48451,12624,0,0.0
52,38172,1,19884,6570,1,1.0
28,42283,1,7876,2120,1,1.0
38,48995,1,31207,11985,1,0.0
43,23280,2,10556,2870,0,0.0
21,46303,2,25491,785,1,1.0
51,37453,1,43009,937,0,0.0
35,12913,1,37225,9881,0,0.0
57,35765,0,43437,9448,1,0.0
52,12340,1,10399,3112,0,0.0
58,36179,2,46701,16297,0,0.0
46,37873,1,18648,7437,0,0.0
46,48057,0,35887,4534,0,0.0
55,10597,0,47936,9529,0,0.0
59,39119,1,45263,6171,1,0.0
38,25025,0,26804,8461,0,0.0
59,17145,0,35919,17874,0,0.0
30,45670,2,33147,6041,0,0.0
58,17694,0,24295,6389,0,0.0
34,14830,0,11897,6641,1,0.0
26,33930,1,16276,9633,1,1.0
58,33752,2,43253,16743,0,0.0
18,20489,0,10838,4677,0,0.0
19,42692,1,22157,5139,1,1.0
46,25768,1,7144,18604,0,0.0
50,12160,1,19406,11157,0,0.0
27,30133,1,46952,12832,1,0.0
57,45690,1,31414,15109,1,0.0
38,32870,1,43748,13255,0,0.0
45,34496,0,34483,3692,1,0.0
28,46572,2,16513,8205,0,0.0
51,12368,2,49802,5425,0,0.0
25,46700,1,31451,3900,0,0.0
39,39203,1,45909,11811,0,0.0
25,21552,2,45963,8462,1,0.0
32,15608,0,27672,5613,1,0.0
34,32485,1,46124,16906,1,0.0
40,19862,2,17631,2817,0,0.0
41,48299,2,39665,4950,1,0.0
62,20412,1,37291,2839,0,0.0
36,31354,2,26817,14333,1,0.0
22,16344,0,16432,7491,0,0.0
49,27993,2,23951,8014,0,0.0
61,38682,1,13130,7691,1,1.0
18,38415,1,49467,442,0,0.0
40,29323,2,28136,16020,0,0.0
54,27997,2,7559,9413,1,0.0
25,13679,1,19744,15809,1,0.0
30,39489,0,36155,11641,0,0.0
25,19488,2,47298,10632,0,0.0
40,49842,0,26021,14379,0,0.0
60,13996,0,21996,12695,0,0.0
18,15695,1,18187,894,1,0.0
62,40204,1,40902,12094,1,0.0
41,33382,1,23006,2253,0,0.0
52,24235,0,21375,2010,0,0.0
41,12366,1,35158,13674,0,0.0
34,37467,1,8069,6997,0,0.0
22,16764,0,11486,10752,1,0.0
37,35360,0,22639,11038,1,0.0
38,41923,0,40428,9237,1,0.0
57,40175,0,33800,4833,1,0.0
48,26292,2,30618,15034,0,0.0
63,11614,1,42220,2934,0,0.0
53,30939,2,16869,12571,0,0.0
28,28800,0,9176,371,1,0.0
32,33246,0,41454,15386,1,0.0
36,41688,0,31480,6998,1,0.0
24,37962,0,36500,14464,1,0.0
45,39764,0,10237,17787,0,0.0
60,42470,1,31453,16257,0,0.0
22,48501,2,5790,13406,1,0.0
22,13216,2,46184,10712,1,0.0
47,32072,1,19754,17391,0,0.0
49,38242,1,18067,667,0,0.0
25,47132,1,21609,16325,0,0.0
27,27861,2,32981,1446,0,0.0
55,14960,2,24563,15890,0,0.0
64,28781,0,14003,4368,1,0.0
49,41126,2,32068,5317,0,0.0
45,32578,2,9223,3029,0,0.0
34,27883,1,28904,8232,1,0.0
48,39782,2,41834,13025,0,0.0
25,26979,0,25746,17161,0,0.0
57,43746,2,36404,9027,1,0.0
42,10730,1,26407,4489,1,0.0
26,10056,1,25693,13115,1,0.0
19,41457,0,38014,6270,1,0.0
32,12243,0,27121,14231,1,0.0
20,11701,2,31403,9028,1,0.0
53,18303,0,16637,8716,0,0.0
21,25100,0,13612,9443,0,0.0
31,10947,1,35410,7688,0,0.0
58,30505,1,10160,4241,0,0.0
58,16553,2,39139,8926,1,0.0
42,43525,2,12728,14211,1,0.0
27,24866,2,9238,16552,1,0.0
38,40472,2,31764,13849,0,0.0
53,15651,1,23464,9340,1,0.0
29,17273,2,36943,8491,0,0.0
44,20033,2,35838,11513,1,0.0
57,13535,0,10919,5033,0,0.0
19,28677,2,42092,521,1,0.0
30,27488,0,12797,13256,1,0.0
49,10908,1,27467,11776,0,0.0
48,14617,2,28736,12793,1,0.0
33,40431,0,14021,8844,1,0.0
49,33453,2,8058,3301,0,0.0
49,45079,0,14041,18663,0,0.0
51,26020,2,43102,9814,1,0.0
28,36562,1,6153,1681,1,1.0
27,34373,1,42708,13116,1,0.0
32,40164,0,17021,91,1,0.0
34,11885,0,32258,3706,1,0.0
57,11049,1,40847,16147,1,0.0
35,11161,2,24359,960,0,0.0
26,10815,0,31178,843,1,0.0
42,46534,1,17914,16602,0,0.0
57,37498,0,12536,8895,0,0.0
31,35037,1,38748,246,1,0.0
42,46007,1,44448,13251,0,0.0
39,23942,0,15486,12229,1,0.0
47,37278,0,7384,5109,0,0.0
37,18272,1,49312,12151,1,0.0
38,43637,2,46758,13397,0,0.0
61,48294,1,15787,6325,1,1.0
49,17741,2,39134,10050,0,0.0
63,14694,2,40706,1912,0,0.0
38,40306,2,22646,4221,0,0.0
52,11934,0,11187,7374,0,0.0
49,31556,1,13495,266,0,0.0
47,28907,1,14885,14689,0,0.0
56,16159,2,23700,19866,1,0.0
29,39158,2,20018,13910,1,0.0
58,30293,2,35428,17915,0,0.0
64,43932,1,34071,10198,0,0.0
35,43387,2,36322,4564,0,0.0
38,13066,1,12114,4228,1,0.0
30,31256,1,11574,7155,0,0.0
38,45105,0,29996,15184,0,0.0
25,15594,2,31754,317,0,0.0
63,12460,2,43297,710,1,0.0
57,16820,2,8809,11388,0,0.0
63,46210,0,22550,8642,1,0.0
24,26191,2,34249,18127,0,0.0
40,29095,1,46499,1323,0,0.0
61,20529,2,43099,11752,1,0.0
49,42175,1,26413,19064,0,0.0
28,27675,1,9687,4237,0,0.0
39,15374,1,43125,3051,0,0.0
39,35976,1,26123,10543,1,0.0
60,23142,2,38095,19088,1,0.0
42,22204,0,32435,5675,0,0.0
39,17394,0,26622,6787,0,0.0
45,43593,1,15285,2640,1,1.0
46,21652,2,48091,12317,1,0.0
30,43740,0,29927,11640,0,0.0
35,10443,2,10291,7376,0,0.0
19,33903,0,46193,8138,0,0.0
46,43522,1,8122,5362,1,1.0
38,38180,1,9876,694,1,1.0
32,31119,1,24112,10385,1,0.0
44,20363,0,14124,15201,1,0.0
48,48164,2,6823,1768,0,0.0
32,41541,1,41841,12616,1,0.0
40,13465,2,15387,171,1,0.0
41,12711,2,42163,2749,1,0.0
61,35198,1,43819,3102,0,0.0
30,32488,0,39244,17004,0,0.0
39,48515,1,23980,14607,0,0.0
60,33608,1,29224,5214,0,0.0
54,37898,0,12121,76,1,0.0
50,11919,2,7430,18582,1,0.0
20,41171,0,12954,4237,0,0.0
36,30599,0,16881,6027,0,0.0
40,26965,1,21917,13241,0,0.0
46,24434,0,22640,10367,1,0.0
47,46649,0,17085,15031,1,0.0
56,11999,0,31259,2544,1,0.0
61,24849,2,28097,16371,1,0.0
64,20903,2,7978,2857,0,0.0
42,15445,1,9332,1553,0,0.0
54,45396,1,25037,6274,1,1.0
64,28040,2,40781,12556,1,0.0
25,10246,0,20089,9153,0,0.0
59,41153,1,28484,1627,0,0.0
33,15212,1,19008,11523,0,0.0
25,13339,0,23148,1074,1,0.0
18,33142,0,8830,19588,0,0.0
61,29394,0,7958,13990,1,0.0
22,45136,0,30998,17412,0,0.0
20,22186,0,6540,17031,1,0.0
18,44607,2,35677,13025,0,0.0
21,48973,0,34101,14837,0,0.0
57,14395,1,46482,5303,0,0.0
52,25290,2,48967,14744,0,0.0
49,32151,1,12053,19546,0,0.0
59,13691,0,10670,13747,0,0.0
51,17470,1,48458,13107,1,0.0
60,13841,0,15281,17286,0,0.0
42,47116,1,23122,9695,1,1.0
27,27776,1,7533,5076,0,0.0
38,16060,0,15756,11054,0,0.0
63,37584,1,30074,2897,0,0.0
56,14300,2,23802,9537,0,0.0
44,13338,1,42844,8681,1,0.0
44,15487,2,32322,7851,0,0.0
19,46282,2,22048,14585,0,0.0
58,39529,1,14876,7228,0,0.0
30,40262,2,42055,14270,1,0.0
26,21280,2,20171,15355,1,0.0
53,38804,1,47204,5595,0,0.0
39,19915,0,10166,15797,0,0.0
59,21158,0,15366,10923,0,0.0
43,18621,2,25258,9599,0,0.0
29,20547,2,48734,6462,1,0.0
34,33177,0,17983,13307,1,0.0
31,12459,2,30715,6368,1,0.0
31,38768,0,36085,9406,1,0.0
51,48041,1,32778,3942,1,0.0
37,48191,2,16390,1800,1,1.0
28,27434,1,25924,14414,0,0.0
33,48247,0,48004,10261,0,0.0
48,25419,0,45244,2377,0,0.0
23,45017,1,5707,7323,1,1.0
36,45577,2,46392,18487,0,0.0
54,12921,1,30048,16226,1,0.0
21,14676,1,37815,1271,0,0.0
64,30425,2,39682,5020,1,0.0
21,45185,0,22489,12548,0,0.0
37,23463,1,21951,434,0,0.0
27,35474,1,46439,19982,1,0.0
41,11469,0,16452,3771,0,0.0
52,17292,1,33635,14873,1,0.0
43,35409,0,37747,8726,0,0.0
54,33526,2,38796,8572,0,0.0
55,33465,0,32933,18534,0,0.0
38,40955,0,39581,4124,0,0.0
57,36785,1,43281,12117,0,0.0
56,31033,0,26187,5602,1,0.0
38,16931,0,27953,15421,1,0.0
27,11091,1,38818,5167,1,0.0
55,35772,0,29702,5486,0,0.0
63,26363,1,11278,16930,1,0.0
21,38490,2,49566,9943,1,0.0
62,10260,0,23036,4824,0,0.0
37,20456,2,29583,3115,0,0.0
34,32320,0,9708,218,0,0.0
24,23435,0,14476,125,1,0.0
21,37025,2,10318,13169,1,0.0
46,38109,2,34269,16325,0,0.0
31,30754,1,43627,13690,1,0.0
20,14301,1,29754,12606,1,0.0
41,17207,2,44361,9415,1,0.0
54,37920,0,24979,4180,1,0.0
33,32203,1,9910,5160,0,0.0
21,31545,0,41022,19154,0,0.0
41,34016,1,9453,9766,0,0.0
51,41098,1,26181,1942,1,1.0
47,18556,1,28365,11532,0,0.0
35,30102,2,31326,10606,0,0.0
36,48893,0,45705,1254,1,0.0
48,11924,2,9177,987,0,0.0
36,29479,1,8429,14923,1,0.0
63,49451,2,37952,8111,0,0.0
36,28922,2,40901,14824,1,0.0
39,28660,2,9978,12093,0,0.0
41,19945,0,46466,13740,0,0.0
62,10306,2,18773,13118,0,0.0
29,32959,2,11174,11911,1,0.0
47,14231,2,26796,15001,1,0.0
55,48796,2,16877,9509,0,0.0
48,22207,2,22722,1371,1,0.0
53,49426,2,27555,13163,1,0.0
36,16336,2,18562,360,1,0.0
62,19630,1,11546,8104,0,0.0
53,27256,2,30258,14186,0,0.0
47,43909,2,16706,8549,0,0.0
50,43719,0,33943,2783,1,0.0
35,40013,1,27315,63,0,0.0
45,24455,2,15352,18612,0,0.0
64,14722,0,39497,3849,0,0.0
28,22812,2,14609,3938,0,0.0
62,40276,2,49974,17899,0,0.0
50,46776,2,37786,8771,0,0.0
34,20060,2,32228,12609,1,0.0
23,23056,2,13882,13483,0,0.0
21,16655,0,21268,10523,0,0.0
37,32574,2,10310,2158,0,0.0
64,23027,0,29463,18509,1,0.0
44,14030,2,16253,11961,0,0.0
32,34243,0,25404,6396,1,0.0
23,43289,1,14827,2283,1,1.0
64,29739,2,15938,6236,1,0.0
31,44168,1,38062,7809,0,0.0
28,46491,1,30154,11958,1,0.0
56,40013,1,12240,3105,0,0.0
26,16579,2,44612,3552,0,0.0
43,28242,1,6585,19859,1,0.0
33,14781,0,15541,1838,1,0.0
22,30448,2,10427,17279,0,0.0
27,31446,1,31747,5913,0,0.0
20,21043,2,28196,19795,1,0.0
30,29853,1,20620,15872,0,0.0
60,30079,0,14033,19392,0,0.0
47,27101,2,36070,2890,1,0.0
62,10642,2,17199,14587,0,0.0
23,38016,1,17776,10235,0,0.0
34,28932,0,27727,15723,0,0.0
62,34945,2,7931,14646,0,0.0
36,17549,1,19843,17792,1,0.0
59,23397,0,10699,7446,0,0.0
52,35362,0,26224,11829,1,0.0
63,43717,0,32321,3458,1,0.0
43,33016,0,12636,4397,0,0.0
22,24732,2,6860,14582,0,0.0
46,36911,2,19989,14823,0,0.0
54,27866,0,42135,8088,0,0.0
37,37621,1,39939,7406,1,0.0
38,22823,1,41062,19984,0,0.0
27,39986,0,18801,7071,1,0.0
22,24690,0,35398,13078,0,0.0
53,49107,1,9747,16104,0,0.0
23,20956,0,42160,5007,1,0.0
43,31303,0,10238,9567,1,0.0
21,46533,2,7834,9725,1,1.0
56,39674,2,31230,10144,1,0.0
56,45595,0,12116,11449,1,0.0
52,12058,0,7928,11183,0,0.0
18,21519,2,33179,19880,1,0.0
41,41115,0,27134,12349,1,0.0
53,10730,2,44262,19856,0,0.0
23,11832,2,39440,9357,0,0.0
58,32889,1,13190,4561,1,1.0
63,49938,2,28828,7614,0,0.0
61,14179,1,9350,2358,0,0.0
48,16299,1,39055,11430,0,0.0
37,17830,2,48686,16041,0,0.0
41,47570,0,21036,13103,0,0.0
42,32441,2,33700,10267,0,0.0
53,16615,1,11610,11859,1,0.0
38,16762,2,47018,12795,1,0.0
47,48311,2,34420,10373,0,0.0
41,34709,1,30177,7257,1,0.0
61,47651,2,32850,10150,1,0.0
59,33434,2,44651,8376,0,0.0
47,31343,1,16170,19003,0,0.0
39,25739,0,45812,9872,0,0.0
45,10666,1,46070,14503,0,0.0
24,43044,1,32147,16961,1,0.0
52,37883,2,40502,12146,0,0.0
45,24063,1,30406,12469,1,0.0
31,43649,2,6066,8262,0,0.0
27,44828,2,9970,555,1,1.0
33,49470,2,28350,17235,0,0.0
33,19429,1,34235,9410,0,0.0
48,42926,1,45562,3640,0,0.0
59,47997,2,9114,13368,0,0.0
42,42269,0,33154,1912,1,0.0
30,41704,0,43906,19114,0,0.0
23,38391,1,33890,5419,1,0.0
61,34187,2,26245,18749,1,0.0
26,12526,2,48038,15442,0,0.0
62,34686,1,48266,14429,0,0.0
53,17803,0,29226,16650,1,0.0
60,42668,1,41183,3916,0,0.0
37,16574,1,17595,13687,1,0.0
35,18733,2,32718,14837,0,0.0
60,17257,1,44218,15471,0,0.0
38,46051,0,30143,12865,0,0.0
21,25909,1,11164,11885,1,0.0
50,34146,2,37640,12919,0,0.0
44,21802,0,12787,2326,1,0.0
24,17896,2,20924,2801,0,0.0
23,38133,1,25449,16019,1,0.0
32,23526,1,5081,18418,0,0.0
35,21278,1,8005,13533,1,0.0
49,35551,2,13408,11022,0,0.0
28,35298,1,5334,15297,1,0.0
37,45338,0,16103,17368,1,0.0
41,32191,0,46712,6463,1,0.0
32,43092,2,49721,13632,1,0.0
24,33871,2,30169,17459,1,0.0
38,19721,2,35494,17407,1,0.0
59,48413,1,48711,13453,0,0.0
43,40279,0,28452,13066,0,0.0
61,24404,0,31254,8471,0,0.0
31,14486,0,8897,17495,1,0.0
54,45198,2,9648,18459,0,0.0
38,38687,2,14674,271,1,1.0
35,23156,1,22166,12171,1,0.0
22,10567,2,31710,16573,0,0.0
20,12179,0,24970,10533,0,0.0
40,12019,1,8794,12158,0,0.0
43,25919,2,34184,8142,1,0.0
54,29703,2,30559,16149,0,0.0
41,28704,0,20344,4943,1,0.0
36,28030,1,43365,17152,1,0.0
42,13909,2,36217,11967,1,0.0
38,18015,2,44818,5166,0,0.0
29,13420,1,10051,7589,0,0.0
58,26740,1,22126,4798,0,0.0
50,40328,2,9544,15218,0,0.0
21,29465,2,17875,464,1,0.0
59,14131,0,9355,2600,1,0.0
24,20652,1,24992,916,1,0.0
39,31507,2,46053,9644,1,0.0
50,33806,2,36074,6126,0,0.0
34,29171,2,7516,7151,0,0.0
41,30593,2,27622,11660,1,0.0
51,19470,0,6479,65,0,0.0
45,31326,1,22338,12888,1,0.0
60,14597,2,32007,9691,1,0.0
58,47304,1,45982,13999,0,0.0
56,40788,1,26836,18288,1,0.0
39,46930,2,34246,7193,0,0.0
34,43071,2,7547,11001,0,0.0
51,15067,2,42691,9078,1,0.0
23,15024,0,33130,18344,0,0.0
63,17715,2,5459,19131,0,0.0
23,41770,1,7236,15752,1,0.0
51,21226,1,25830,43,0,0.0
18,45399,0,5580,3842,0,0.0
27,23412,2,19439,4705,0,0.0
38,22569,2,9715,18272,0,0.0
22,12369,0,31107,13640,0,0.0
19,42021,0,30944,16012,0,0.0
39,10528,2,36764,5883,1,0.0
19,40314,2,48394,17074,0,0.0
27,47443,1,32567,16169,1,0.0
51,28047,2,43665,6842,1,0.0
33,29748,2,37425,8301,1,0.0
56,45109,1,46432,4558,1,0.0
39,23919,1,22242,8828,1,0.0
29,25256,1,48949,19712,1,0.0
41,14905,1,23824,5312,0,0.0
64,18884,0,16898,626,0,0.0
57,38906,1,39480,69,1,0.0
55,15950,0,45123,14432,1,0.0
27,11360,1,48353,10042,1,0.0
52,47895,1,22759,11070,0,0.0
49,31946,1,28068,11544,0,0.0
24,18730,2,8669,8059,1,0.0
38,32161,0,19382,6784,1,0.0
37,37738,1,20436,18018,1,0.0
43,13925,2,23774,14093,1,0.0
21,18463,0,41030,11668,1,0.0
63,27412,0,9638,2543,1,0.0
39,32402,2,7866,16118,0,0.0
32,44010,0,14251,7353,0,0.0
57,35717,2,13948,13349,0,0.0
38,19797,1,27878,768,1,0.0
32,30594,2,5187,14163,0,0.0
39,16406,0,37270,15095,0,0.0
45,23965,0,48341,2603,1,0.0
31,23733,1,25962,991,1,0.0
44,36926,2,34911,10220,1,0.0
58,38783,1,24098,16872,1,0.0
57,27824,2,12408,8179,1,0.0
45,46394,2,21679,4152,0,0.0
43,38287,2,8533,16895,0,0.0
19,26568,1,9140,734,1,0.0
42,40436,1,41810,5678,1,0.0
20,31380,0,31618,3309,0,0.0
25,34796,1,25654,14728,0,0.0
61,18031,2,35775,4701,0,0.0
50,31947,2,45501,13060,1,0.0
59,13188,2,19676,10022,1,0.0
52,35669,1,11005,18243,1,0.0
23,45713,0,10870,7719,1,0.0
56,41813,1,8904,14115,0,0.0
40,16765,0,16973,916,0,0.0
42,33171,1,7261,6681,1,1.0
60,20807,2,22804,11367,0,0.0
36,20204,0,28077,19046,1,0.0
22,37066,1,29680,10826,0,0.0
28,47367,2,21862,4692,1,1.0
29,32658,0,26902,15855,1,0.0
27,47081,0,44345,1335,0,0.0
25,44986,2,44553,17145,0,0.0
41,23786,2,13884,10892,0,0.0
45,39283,1,8038,18515,0,0.0
58,10056,1,37961,10145,0,0.0
53,42911,2,36562,15203,1,0.0
54,49986,1,31065,301,1,0.0
38,18559,2,37084,7740,1,0.0
25,36058,2,16801,14903,0,0.0
26,32745,1,25957,14427,1,0.0
64,10615,1,7580,2701,0,0.0
32,18062,0,31544,9667,0,0.0
63,38214,0,37454,5644,0,0.0
57,48745,1,16277,5520,1,1.0
35,20681,1,45391,668,1,0.0
59,16984,1,37988,2128,0,0.0
37,37579,0,5875,15459,1,0.0
23,35274,1,16654,6738,1,1.0
29,47739,0,6196,16601,0,0.0
19,37399,0,46184,8940,0,0.0
24,41481,0,28398,4220,1,0.0
33,10944,0,19370,19005,1,0.0
20,38457,2,33517,5139,0,0.0
62,19114,1,33859,721,1,0.0
20,49846,1,6247,9143,1,1.0
44,28130,2,29564,1881,1,0.0
60,22312,1,12111,17816,0,0.0
57,42596,0,25973,18704,0,0.0
55,48551,2,39654,6950,0,0.0
50,19751,0,5310,9968,1,0.0
45,16907,2,15760,15098,0,0.0
18,38114,0,22988,8890,0,0.0
25,35009,1,27043,621,1,1.0
54,29310,1,29944,16843,1,0.0
49,45725,1,41314,15698,1,0.0
60,28996,2,43119,5375,1,0.0
54,16047,1,29401,19836,0,0.0
21,49017,2,22381,5925,0,0.0
47,38767,0,38264,18205,1,0.0
23,26347,1,27069,6431,0,0.0
63,46527,0,47964,988,0,0.0
36,34102,1,6198,16915,1,0.0
49,14263,0,48305,2917,1,0.0
26,11902,2,10910,6885,1,0.0
29,40823,1,10484,3619,0,0.0
28,40540,2,5576,10410,0,0.0
63,45335,2,37821,13574,0,0.0
33,20190,0,49392,6564,0,0.0
18,37690,1,37996,3060,0,0.0
62,12994,2,30354,14826,0,0.0
38,47997,0,35229,15231,1,0.0
47,12010,0,17022,2524,1,0.0
30,17377,0,5984,12607,1,0.0
51,23036,1,17660,17073,1,0.0
21,36467,1,30044,12944,0,0.0
45,10048,0,23851,13115,1,0.0
55,46978,1,47809,1100,1,0.0
48,26038,0,38299,8310,1,0.0
44,42576,1,18711,10960,1,0.0
